Name,Laptop Type,Laptop Brand,Price,Price New,CPU,CPU Brand,Ram Size,Ram Type,Hard Drive Size,Hard Drive,Screen,Resolution,Material,OS,Year,Graphic,Graphic Name,Weight,Warranty Time,Warranty Location
Laptop Acer Aspire 3 A315 58 54XF,general,Acer,9470000,14990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,9.5,Chính Hãng
Laptop Acer Aspire 3 A315 58 54XF,general,Acer,10710000,14990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,10,Chính Hãng
Laptop MSI Gaming GS66 Stealth 11UG,gaming,MSI,35370000,64990000,Intel Core i7 Tiger Lake - 11800H,Intel,32,DDR4,2048,SSD,15.6,Full HD,Vỏ kim loại,Windows 10 Home SL,2021,Card rời,"NVIDIA GeForce RTX 3070 Max-Q, 8 GB",2.1,20,Chính Hãng
Laptop Dell Inspiron 15 5515,general,Dell,10780000,22490000,AMD Ryzen 7 - 5700U,AMD,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,AMD Radeon Graphics,1.75,3,Chính Hãng
Laptop Masstel E116,general,Masstel,2290000,3990000,Intel Celeron - N4020,Intel,4,DDR4,128,eMMC,11.6,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,0.92,18.5,Chính Hãng
Laptop Acer Aspire 3 A315 58 54XF,general,Acer,10760000,14990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,10.5,Chính Hãng
Laptop Masstel E116,general,Masstel,1960000,3990000,Intel Celeron - N4020,Intel,4,DDR4,128,eMMC,11.6,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,0.92,5,Chính Hãng
Laptop MSI Gaming GS66 Stealth 11UG,gaming,MSI,35930000,64990000,Intel Core i7 Tiger Lake - 11800H,Intel,32,DDR4,2048,SSD,15.6,Full HD,Vỏ kim loại,Windows 10 Home SL,2021,Card rời,"NVIDIA GeForce RTX 3070 Max-Q, 8 GB",2.1,21.5,Chính Hãng
Laptop Masstel E116,general,Masstel,2300000,3990000,Intel Celeron - N4020,Intel,4,DDR4,128,eMMC,11.6,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,0.92,19,Chính Hãng
Laptop MSI Gaming GS66 Stealth 11UG,gaming,MSI,30950000,64990000,Intel Core i7 Tiger Lake - 11800H,Intel,32,DDR4,2048,SSD,15.6,Full HD,Vỏ kim loại,Windows 10 Home SL,2021,Card rời,"NVIDIA GeForce RTX 3070 Max-Q, 8 GB",2.1,8,Chính Hãng
Laptop Masstel E116,general,Masstel,2310000,3990000,Intel Celeron - N4020,Intel,4,DDR4,128,eMMC,11.6,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,0.92,19.5,Chính Hãng
Laptop Masstel E116,general,Masstel,2640000,3990000,Intel Celeron - N4020,Intel,4,DDR4,128,eMMC,11.6,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,0.92,20,Chính Hãng
Laptop Masstel E116,general,Masstel,2650000,3990000,Intel Celeron - N4020,Intel,4,DDR4,128,eMMC,11.6,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,0.92,20.5,Chính Hãng
Laptop Masstel E116,general,Masstel,2280000,3990000,Intel Celeron - N4020,Intel,4,DDR4,128,eMMC,11.6,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,0.92,18,Chính Hãng
Laptop Masstel E116,general,Masstel,2690000,3990000,Intel Celeron - N4020,Intel,4,DDR4,128,eMMC,11.6,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,0.92,22,Chính Hãng
Laptop Masstel E116,general,Masstel,2680000,3990000,Intel Celeron - N4020,Intel,4,DDR4,128,eMMC,11.6,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,0.92,21.5,Chính Hãng
Laptop Masstel E116,general,Masstel,2700000,3990000,Intel Celeron - N4020,Intel,4,DDR4,128,eMMC,11.6,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,0.92,22.5,Chính Hãng
Laptop Masstel E116,general,Masstel,2660000,3990000,Intel Celeron - N4020,Intel,4,DDR4,128,eMMC,11.6,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,0.92,21,Chính Hãng
Laptop Masstel E140,general,Masstel,2670000,5490000,Intel Celeron - N4120,Intel,4,DDR4,128,SSD,14,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,1.35,4,Chính Hãng
Laptop Masstel E140,general,Masstel,2740000,5490000,Intel Celeron - N4120,Intel,4,DDR4,128,SSD,14,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,1.35,6,Chính Hãng
Laptop Masstel E140,general,Masstel,2720000,3990000,Intel Celeron - N4020,Intel,4,DDR4,128,eMMC,11.6,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,0.92,23,Chính Hãng
Laptop Masstel E140,general,Masstel,3140000,5490000,Intel Celeron - N4120,Intel,4,DDR4,128,SSD,14,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,1.35,18,Chính Hãng
Laptop Masstel E140,general,Masstel,3150000,5490000,Intel Celeron - N4120,Intel,4,DDR4,128,SSD,14,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,1.35,18.5,Chính Hãng
Laptop Masstel E140,general,Masstel,3190000,5490000,Intel Celeron - N4120,Intel,4,DDR4,128,SSD,14,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,1.35,19.5,Chính Hãng
Laptop Acer Aspire 3 A315 59 314F,general,Acer,6630000,13490000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,2.5,Chính Hãng
Laptop Masstel E140,general,Masstel,3690000,5490000,Intel Celeron - N4120,Intel,4,DDR4,128,SSD,14,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,1.35,21.5,Chính Hãng
Laptop Masstel E140,general,Masstel,3710000,5490000,Intel Celeron - N4120,Intel,4,DDR4,128,SSD,14,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,1.35,22,Chính Hãng
Laptop Masstel E140,general,Masstel,3650000,5490000,Intel Celeron - N4120,Intel,4,DDR4,128,SSD,14,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,1.35,20.5,Chính Hãng
Laptop Masstel E140,general,Masstel,3630000,5490000,Intel Celeron - N4120,Intel,4,DDR4,128,SSD,14,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,1.35,20,Chính Hãng
Laptop Masstel E140,general,Masstel,3670000,5490000,Intel Celeron - N4120,Intel,4,DDR4,128,SSD,14,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,1.35,21,Chính Hãng
Laptop Masstel E140,general,Masstel,3170000,5490000,Intel Celeron - N4120,Intel,4,DDR4,128,SSD,14,HD,Vỏ nhựa,Windows 10 Pro,2022,Card tích hợp,Intel UHD Graphics 600,1.35,19,Chính Hãng
Laptop Acer Aspire 3 A315 59 314F,general,Acer,6960000,13490000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,7,Chính Hãng
Laptop Acer Aspire 3 A315 59 314F,general,Acer,6990000,13490000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,7.5,Chính Hãng
Laptop Acer Aspire 3 A315 59 314F,general,Acer,7070000,13490000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,8.5,Chính Hãng
Laptop Acer Aspire 3 A315 59 314F,general,Acer,7490000,13490000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,1,Cửa Hàng
Laptop Acer Aspire 3 A315 59 314F,general,Acer,8330000,13490000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,11,Chính Hãng
Laptop Acer Aspire 7 Gaming A715 42G R05G,gaming,Acer,9980000,20490000,AMD Ryzen 5 - 5500U,AMD,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.1,4.5,Chính Hãng
Laptop Acer Aspire 3 A315 59 314F,general,Acer,8290000,13490000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,10.5,Chính Hãng
Laptop Acer Aspire 3 A315 59 314F,general,Acer,10820000,13490000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,11,Chính Hãng
Laptop Acer Aspire 3 A315 59 314F,general,Acer,8250000,13490000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,10,Chính Hãng
Laptop Acer Aspire 3 A315 59 314F,general,Acer,7140000,13490000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,9.5,Chính Hãng
Laptop Acer Aspire 3 A315 59 314F,general,Acer,7030000,13490000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,8,Chính Hãng
Laptop Acer Aspire 3 A315 59 314F,general,Acer,7100000,13490000,Intel Core i3 Alder Lake - 1215U,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2022,Card tích hợp,Intel UHD Graphics,1.7,9,Chính Hãng
Laptop Acer Aspire 7 Gaming A715 42G R05G,gaming,Acer,10030000,20490000,AMD Ryzen 5 - 5500U,AMD,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.1,5,Chính Hãng
Laptop Acer Aspire 7 Gaming A715 42G R05G,gaming,Acer,10140000,20490000,AMD Ryzen 5 - 5500U,AMD,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.1,6,Chính Hãng
Laptop Acer Aspire 7 Gaming A715 42G R05G,gaming,Acer,10200000,20490000,AMD Ryzen 5 - 5500U,AMD,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.1,6.5,Chính Hãng
Laptop Acer Aspire 7 Gaming A715 42G R05G,gaming,Acer,12820000,20490000,AMD Ryzen 5 - 5500U,AMD,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.1,8.5,Chính Hãng
Laptop Acer Aspire 7 Gaming A715 42G R05G,gaming,Acer,12750000,20490000,AMD Ryzen 5 - 5500U,AMD,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.1,8,Chính Hãng
Laptop Acer Aspire 7 Gaming A715 42G R05G,gaming,Acer,12680000,20490000,AMD Ryzen 5 - 5500U,AMD,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.1,7.5,Chính Hãng
Laptop Acer Aspire 7 Gaming A715 42G R05G,gaming,Acer,12880000,20490000,AMD Ryzen 5 - 5500U,AMD,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.1,9,Chính Hãng
Laptop Lenovo IdeaPad 3 14ITL6,general,Lenovo,6840000,13990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.41,4.5,Chính Hãng
Laptop Acer Aspire 7 Gaming A715 42G R05G,gaming,Acer,13010000,20490000,AMD Ryzen 5 - 5500U,AMD,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.1,10,Chính Hãng
Laptop Acer Aspire 7 Gaming A715 42G R05G,gaming,Acer,12620000,20490000,AMD Ryzen 5 - 5500U,AMD,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.1,7,Chính Hãng
Laptop Acer Aspire 7 Gaming A715 42G R05G,gaming,Acer,12950000,20490000,AMD Ryzen 5 - 5500U,AMD,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card rời,NVIDIA GeForce GTX 1650 4 GB,2.1,9.5,Chính Hãng
Laptop Lenovo IdeaPad 3 14ITL6,general,Lenovo,6970000,13990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.41,6,Chính Hãng
Laptop Acer Aspire 3 A315 58 589K,general,Acer,7060000,13990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,1,Cửa Hàng
Laptop Acer Aspire 3 A315 58 589K,general,Acer,8570000,13990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,6.5,Chính Hãng
Laptop Lenovo Ideapad 5 15ITL05,general,Lenovo,9360000,18790000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.66,6,Chính Hãng
Laptop Acer Aspire 3 A315 58 589K,general,Acer,8610000,13990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,7,Chính Hãng
Laptop Acer Aspire 3 A315 58 589K,general,Acer,8660000,13990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,7.5,Chính Hãng
Laptop Acer Aspire 3 A315 58 589K,general,Acer,8750000,13990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,8.5,Chính Hãng
Laptop Lenovo Ideapad 5 15ITL05,general,Lenovo,9650000,18790000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.66,8.5,Chính Hãng
Laptop Lenovo Ideapad 5 15ITL05,general,Lenovo,9530000,18790000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.66,7.5,Chính Hãng
Laptop Lenovo Ideapad 5 15ITL05,general,Lenovo,9700000,18790000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.66,9,Chính Hãng
Laptop Acer Aspire 3 A315 58 589K,general,Acer,8790000,13990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,9,Chính Hãng
Laptop Lenovo Ideapad 5 15ITL05,general,Lenovo,9760000,18790000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.66,9.5,Chính Hãng
Laptop Acer Aspire 3 A315 58 589K,general,Acer,8700000,13990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,256,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,8,Chính Hãng
Laptop Lenovo Ideapad 5 15ITL05,general,Lenovo,9870000,18790000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.66,10.5,Chính Hãng
Laptop Lenovo Ideapad 5 15ITL05,general,Lenovo,9930000,18790000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.66,11,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,7180000,13990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.65,8.5,Chính Hãng
Laptop Lenovo Ideapad 5 15ITL05,general,Lenovo,10050000,18790000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.66,12,Chính Hãng
Laptop Lenovo Ideapad 5 15ITL05,general,Lenovo,9990000,18790000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.66,11.5,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,7270000,13990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.65,9.5,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,7050000,13990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.65,7,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,7220000,13990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.65,9,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,7390000,13990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.65,11,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,7310000,13990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.65,10,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,7480000,13990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.65,12,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,7440000,13990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.65,11.5,Chính Hãng
Laptop Asus Vivobook 15 OLED A1505VA,general,Asus,12420000,20490000,Intel Core i5 Raptor Lake - 13500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.7,17.5,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,7560000,13990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.65,13,Chính Hãng
Laptop Asus Vivobook 15 OLED A1505VA,general,Asus,12550000,20490000,Intel Core i5 Raptor Lake - 13500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.7,18.5,Chính Hãng
Laptop Lenovo Ideapad 3 15ITL6,general,Lenovo,7520000,13990000,Intel Core i3 Tiger Lake - 1115G4,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel UHD Graphics,1.65,12.5,Chính Hãng
Laptop Asus Vivobook 15 OLED A1505VA,general,Asus,14420000,20490000,Intel Core i5 Raptor Lake - 13500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.7,20.5,Chính Hãng
Laptop Asus Vivobook 15 OLED A1505VA,general,Asus,14490000,20490000,Intel Core i5 Raptor Lake - 13500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.7,21,Chính Hãng
Laptop Asus Vivobook 15 OLED A1505VA,general,Asus,14570000,20490000,Intel Core i5 Raptor Lake - 13500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.7,21.5,Chính Hãng
Laptop Asus Vivobook 15 OLED A1505VA,general,Asus,14640000,20490000,Intel Core i5 Raptor Lake - 13500H,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2023,Card tích hợp,Intel UHD Graphics,1.7,22,Chính Hãng
Laptop Lenovo IdeaPad 3 14ITL6,general,Lenovo,9120000,17990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.41,7.5,Chính Hãng
Laptop Lenovo IdeaPad 3 14ITL6,general,Lenovo,8910000,17990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.41,5.5,Chính Hãng
Laptop Lenovo IdeaPad 3 14ITL6,general,Lenovo,9340000,17990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.41,9.5,Chính Hãng
Laptop Lenovo IdeaPad 3 14ITL6,general,Lenovo,9560000,17990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.41,11.5,Chính Hãng
Laptop Lenovo IdeaPad 3 14ITL6,general,Lenovo,9400000,17990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.41,10,Chính Hãng
Laptop Lenovo IdeaPad 3 14ITL6,general,Lenovo,9670000,17990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.41,12.5,Chính Hãng
Laptop Lenovo IdeaPad 3 14ITL6,general,Lenovo,9510000,17990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.41,11,Chính Hãng
Laptop Lenovo IdeaPad 3 14ITL6,general,Lenovo,9940000,17990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,14,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.41,15,Chính Hãng
Laptop Acer Aspire 3 A315 58 52KT,general,Acer,8620000,16990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,1.5,Chính Hãng
Laptop Acer Aspire 3 A315 58 52KT,general,Acer,8770000,16990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,3,Chính Hãng
Laptop Acer Aspire 3 A315 58 52KT,general,Acer,8670000,16990000,Intel Core i5 Tiger Lake - 1135G7,Intel,8,DDR4,512,SSD,15.6,Full HD,Vỏ nhựa,Windows 11 Home SL,2021,Card tích hợp,Intel Iris Xe Graphics,1.7,2,Chính Hãng
